,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Start Date,End Date,"After reading and satisfactorily understanding what is required of you for this study, please select one below to indicate your acceptance to proceed with the study",Cadre,Type of Organization,What is your current level of deployment?,In which county is your primary duty station or health facility located?,Gender,How many years in total have you been working in the health sector?,Kindly indicate your current role title,How many years in total have you been working in the current role mentioned above?,Please select one below to indicate your current work facility,Work station setting,Current nature of employment for your main engagement,What's your highest level of education?,Newly qualified members of your profession have the necessary skills needed to provide quality patient care.,"Based on your experience, are educational institutions today providing the right programs for the health sector needs",Work environment and safety: My physical working environment is conducive to delivering quality healthcare services.,Work environment and safety: Essential equipment and supplies are reliably available when needed to perform my duties.,Work environment and safety: There is regular and supportive supervision from management to ensure you have the necessary tools and supplies to deliver.,Work environment and safety: There is regular and supportive supervision from senior colleagues to ensure you have the necessary knowledge and skills to deliver.,Work environment and safety: Institution complies with workplace safety procedures and standards.,Work environment and safety: Staff are provided with safety equipment and training.,Work environment and safety: Clear procedures are in place for reporting accidents and hazards.,Work environment and safety: I feel secure while performing my duties.,Well-Being: I have felt cheerful and in good spirits.,Well-Being: I have felt calm and relaxed.,Well-Being: I have felt active and vigorous.,Well-Being: I woke up feeling fresh and rested,Well-Being: My daily life has been filled with things that interest me.,Emotional situation while at work: My work puts me in emotionally disturbing situations.,Emotional situation while at work: My work is emotionally demanding.,Emotional situation while at work: I get help and support from colleagues when I feel emotionally down while at work.,Emotional situation while at work: My immediate supervisor is willing to listen to my work-related concerns,Emotional situation while at work: There are sufficient mechanisms put in place to support our emotional well-being while at work.,Feeling in last four weeks: I have felt calm and peaceful while at work.,Feeling in last four weeks: I have felt nervous about work situations.,Feeling in last four weeks: I have found it challenging to be happy at work.,Feeling in last four weeks: I have found it difficult to think clearly while at work,Feeling in last four weeks: I believe I can cope with most of the situations at work.,Burnout: I feel emotionally drained by my work.,Burnout: Working with people all day long requires a great deal of effort.,How often do you feel emotionally exhausted?,I feel like my work is breaking me down.,I feel frustrated by my work.,I feel I work too hard at my job.,It stresses me too much to work in direct contact with people,I feel like am at the end of my rope.,"Depersonalization: I feel I look after certain patients/clients impersonally, as if they are objects",I feel tired when I get up in the morning and have to face another day at work.,I have the impression that my patients/clients make me responsible for some of their problems,I am at the end of my patience at the end of my workday.,I really don't care about what happens to some of my patients/clients.,I have become more insensitive to people since I've been working.,I'm afraid that this job is making me uncaring.,Personal Achievement: I accomplish many worthwhile things in this job.,I feel full of energy.,I am easily able to understand what my patients/clients feel.,I look after my patients/clients problems very effectively.,"In my work, I handle emotional problems very calmly.","Through my work, I feel that I have a positive influence on people",I am easily able to create a relaxed atmosphere with my patients/clients.,I feel refreshed when I have been close to my patients/clients at work,Salary and incentives: My salary is commensurate with the work I do.,The payment system in my workplace is reliable.,Allowances are fairly applied at my workplace.,My facility supports teamwork among staff.,I feel supported by my employer to pursue personal development.,I receive recognition for the work done.,The incentives available make me feel motivated to continue working at my current workplace.,Career development: There is optimal utilization and development of staff skills.,Staff training addresses current and future needs.,Career ladders and succession plans exist and are used.,In-service training opportunities exist.,I have access to career guidance on professional growth.,Promotion opportunities in my workplace are based on merit and transparent manner.,Performance management: Staff shift programs and rosters are well managed.,"Alternative staffing methods are applied eg locums, subcontracting, outsourcing and temporally hires.",Effective workflow and supply chain management systems are in place.,Clear job descriptions standards and performance expectations exist and utilized.,Supportive supervision is practiced.,Periodic performance evaluations are carried out,Reward and recognition systems are in place.,Professional satisfaction: How satisfied are you with your current role,Working relationship with other facility staff.,Working relationship with County Health staff.,Your ability to provide high-quality of care given the current working conditions in the facility.,What is your level of satisfaction with the quality of teamwork in your workplace?,What is your level of satisfaction with the quality of leadership in your workplace?,Your salary.,Overall satisfaction with your job.,"Employment terms and conditions: My salary, allowances and benefits are clearly defined.","Employment terms and conditions: My salary, allowances and benefits are well aligned with my role and responsibilities.","Employment terms and conditions: My salary, allowances and benefits are similar to my colleagues with similar qualifications doing similar jobs.",Employment terms and conditions: I feel secure in my current employment.,Employment terms and conditions: The terms of my employment positively influence my morale and decision to remain in my current employment.,Employment terms and conditions:  My employment terms clearly states my roles and responsibilities.,My employment terms clearly states my entitlements.,Regulation: I have a clear sense of whether or not I am complying with my regulator's standards.,What I do in my professional work always fully complies with my regulator's standards.,I have the resources I need to comply with regulatory standards.,I believe that my regulator's standards reflect good practice,Regulation has a positive effect on my professional practice.,"Challege: Registration and licensing challenges (e.g., delays, unclear processes)","Staffing challenges (e.g., understaffing)","Career progression (e.g., promotion, clarity on growth processes)",Working conditions,"Compensation (e.g., low pay, unequal pay for same work)","Mobility (e.g., the opportunity to be transferred easily to another county or level of government)",Administrative bottlenecks,Donor transition (reduction of support) has significantly affected my department.,"The availability of essential resources (supplies, equipment, training) has declined since the donor transition.",My workload has significantly changed since donor transition,Donor transition has negatively affected morale and motivation of health workers in my facility,Donor-supported staff have been largely integrated into the regular workforce following the donor transition.,Donor transition: Staff layoffs/reductions,"Contract changes (shorter terms, lower pay and/or reduced benefits)",Redeployment to other departments,Reassignment of work roles and/or task-sharing/task-shifting,No major staffing changes,Other (please specify),What forms of support would most help health workers adapt to donor transition: Financial support or salary protection,Retraining or upskilling programs,Psychological support/counselling,Improved workload distribution,Strengthened supply chains,Other (please specify),How useful would a digitized health workforce profile be for your career?,Which features are most needed: Automated license renewal,Job matching/transfers,Training opportunities,Mental health resources,Research and analysis,Workforce planning,Retirement planning,Real-time HR support (e.g. leave management),Major concern about digitization:,"Please share suggestions to improve the length, relevance, and quality of this survey tool. Also, let us know if there is anything important that we may have missed."
,12/03/2025 12:55,12/09/2025 14:58,I AGREE to take part in this research.,Nutrition & Dietetic Officer,Public,County,Kajiado,Female,1 - 5 years,"IMAM Management, Lifestyle disease management ",1 - 5 years,Level 2,Both,Permanent and pensionable; contract (full time),"Post-graduate (PhD, Masters, Post Graduate diploma)",Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Less than half of the time,Less than half of the time,At No time,Some of the time,Some of the time,Often,Sometimes,Sometimes,Seldom,Often,A Few Times per Month,A Few Times per Month,A Few Times per Month,A Few Times per Month,A Few Times per Month,Every Day,Never,Never,Never,A Few Times per Month,Never,Never,Never,Never,Never,A few times per week,A few times per week,A few times per week,Everyday,Everyday,A few times per week,A few times per week,A few times per week,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Extremely dissatisfied,Extremely dissatisfied,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree not disagree,Strongly agree,Strongly agree,6,7,1,3,2,5,4,Neither agree not disagree,Strongly agree,Neither agree not disagree,Strongly agree,Strongly agree,,,,,No major staffing changes,,Financial support or salary protection,Retraining or upskilling programs,Psychological support/counselling,Improved workload distribution,Strengthened supply chains,Promotion and redesignation,Very useful,,,Training opportunities,Mental health resources,Research and analysis,,,,Data privacy,
,12/03/2025 22:34,12/03/2025 22:42,I AGREE to take part in this research.,Nurse,Public,County,Kajiado,Female,1 - 5 years,Nurse,1 - 5 years,Level 4,Urban,Permanent and pensionable; contract (full time),Diploma,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Some of the time,Some of the time,Some of the time,Some of the time,At no time,Less than half of the time,At No time,Some of the time,At No time,Less than half of the time,Sometimes,Never,Sometimes,Sometimes,Never,A Few Times per Year,A Few Times per Month,A Few Times per Year,Never,Once a Week,A Few Times per Month,Once a Week,A Few Times per Month,A Few Times per Week,A Few Times per Week,Once a week,A Few Times per Week,Month,A Few Times per Week,A Few Times per Year,,A few times per week,A few times per year,,A few times per month,,A few times per year,A few times per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/03/2025 20:17,12/03/2025 20:58,I AGREE to take part in this research.,Nurse,Public,County,Kajiado,Male,1 - 5 years,Nursing officer ,1 - 5 years,Level 2,Rural,Permanent and pensionable; contract (full time),Diploma,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some of the time,Some of the time,Most of the time,Most of the time,Most of the time,More than half of the time,Most of the time,Less than half of the time,Most of the time,At No time,Often,Often,Never,Never,Sometimes,A Few Times per Week,Every Day,Every Day,A Few Times per Week,A Few Times per Month,Every Day,Never,Never,Never,A Few Times per Month,Never,Never,Never,Never,Never,Everyday,Everyday,Everyday,Everyday,Everyday,Everyday,Everyday,Everyday,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor Disagree,Agree,Strongly Disagree,Neither agree nor Disagree,Strongly Disagree,Disagree,Neither agree nor Disagree,Neither agree nor Disagree,Neither agree nor Disagree,Strongly Disagree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Disagree,Neither agree not disagree,Neither agree not disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree not disagree,Agree,Strongly agree,7,3,2,4,1,6,5,Agree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Agree,,,,,No major staffing changes,,Financial support or salary protection,Retraining or upskilling programs,,Improved workload distribution,Strengthened supply chains,,Very useful,,Job matching/transfers,,,,,Retirement planning,Real-time HR support (e.g. leave management),Data privacy,Payroll for health care workers to be transferred to national government 
,12/03/2025 19:57,12/03/2025 20:24,I AGREE to take part in this research.,Pharmacist,Public,County,Kajiado,Male,6 - 10 years,Sub County Pharmacist/Hospital Pharmacist,1 - 5 years,Level 4,Both,Permanent and pensionable; contract (full time),Undergraduate,Agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Some of the time,Some of the time,Some of the time,Some of the time,Less than half of the time,More than half of the time,All of the time,At No time,Less than half of the time,At No time,Seldom,Often,Sometimes,Sometimes,Often,A Few Times per Week,Every Day,A Few Times per Week,A Few Times per Week,A Few Times per Week,Every Day,Month,Never,A Few Times per Month,Once a week,Once a week,Everyday,Never,Everyday,Never,A few times per week,A few times per year,A few times per month,Never,A few times per month,Once a week,A few times per month,A few times per month,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neither agree nor Disagree,Neither agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Extremely dissatisfied,Extremely dissatisfied,Neither agree not disagree,Strongly disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,7,2,1,4,3,6,5,Strongly disagree,Neither agree not disagree,Disagree,Neither agree not disagree,Neither agree not disagree,Staff layoffs/reductions,"Contract changes (shorter terms, lower pay and/or reduced benefits)",Redeployment to other departments,,,,Financial support or salary protection,Retraining or upskilling programs,,Improved workload distribution,,,Extremely useful,Automated license renewal,Job matching/transfers,Training opportunities,,,Workforce planning,,Real-time HR support (e.g. leave management),Digital literacy,
,12/03/2025 19:41,12/03/2025 20:19,I AGREE to take part in this research.,Clinical Officer,Public,County,Kajiado,Male,> 20 years,Entarara Health centre in charge ,1 - 5 years,Level 3,Rural,Permanent and pensionable; contract (full time),Diploma,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Some of the time,Some of the time,Some of the time,Less than half of the time,Less than half of the time,Some of the time,Some of the time,Less than half of the time,More than half of the time,Less than half of the time,Sometimes,Seldom,Sometimes,Seldom,Often,A Few Times per Month,A Few Times per Year,A Few Times per Year,A Few Times per Year,A Few Times per Year,A Few Times per Year,A Few Times per Year,Never,Never,A Few Times per Year,Never,A Few Times per Year,Never,Never,Never,A few times per year,A few times per month,A few times per week,A few times per week,A few times per week,Everyday,Everyday,Everyday,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,1,2,3,4,6,5,7,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Staff layoffs/reductions,,,,,,,,Psychological support/counselling,,,,Very useful,,,,,Research and analysis,,,,Data privacy,Repeat it twice yearly 
,12/03/2025 18:44,12/03/2025 19:26,I AGREE to take part in this research.,Nurse,Public,County,Kajiado,Male,> 20 years,Manager ,> 20 years,Level 2,Rural,Permanent and pensionable; contract (full time),Diploma,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Some of the time,Some of the time,At no time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Less than half of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Once a Week,A Few Times per Month,A Few Times per Year,A Few Times per Month,Never,Once a Week,A Few Times per Month,Never,A Few Times per Month,A Few Times per Month,A Few Times per Year,Never,Never,Never,Never,Once a week,A few times per month,A few times per week,Everyday,Everyday,Once a week,Everyday,A few times per week,Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Extremely dissatisfied,Satisfied,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,3,1,2,7,5,4,6,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,,,,,,Training ,,Retraining or upskilling programs,,Improved workload distribution,Strengthened supply chains,,Very useful,Automated license renewal,,Training opportunities,,,Workforce planning,,,Digital literacy,It's ok. 
,12/03/2025 13:13,12/03/2025 19:13,I AGREE to take part in this research.,Pharmaceutical Technologist,Not Applicable,,Kajiado,Male,6 - 10 years,Pharmaceutical technologist ,6 - 10 years,Level 4,Rural,Contract (Full time),Diploma,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Some of the time,Some of the time,All of the time,Some of the time,All of the time,Some of the time,Some of the time,Most of the time,Some of the time,At No time,Sometimes,Never,Sometimes,Never,Always,A Few Times per Month,Every Day,Never,A Few Times per Week,Never,Every Day,Never,Never,Never,Never,Everyday,Never,Never,Never,Never,A few times per month,A few times per month,Everyday,Everyday,Everyday,Everyday,Everyday,Everyday,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neither agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Extremely dissatisfied,Neutral,Strongly disagree,Strongly disagree,Neither agree not disagree,Agree,Strongly disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
